"GEO_ID","NAME","B15002_001E","B15002_001M","B15002_001MA","B15002_001EA","B15002_002E","B15002_002EA","B15002_002M","B15002_002MA","B15002_003E","B15002_003EA","B15002_003M","B15002_003MA","B15002_004E","B15002_004M","B15002_004MA","B15002_004EA","B15002_005E","B15002_005EA","B15002_005M","B15002_005MA","B15002_006E","B15002_006M","B15002_006MA","B15002_006EA","B15002_007E","B15002_007EA","B15002_007M","B15002_007MA","B15002_008E","B15002_008M","B15002_008MA","B15002_008EA","B15002_009E","B15002_009EA","B15002_009M","B15002_009MA","B15002_010E","B15002_010M","B15002_010MA","B15002_010EA","B15002_011E","B15002_011M","B15002_011MA","B15002_011EA","B15002_012E","B15002_012EA","B15002_012M","B15002_012MA","B15002_013E","B15002_013M","B15002_013MA","B15002_013EA","B15002_014E","B15002_014M","B15002_014MA","B15002_014EA","B15002_015E","B15002_015EA","B15002_015M","B15002_015MA","B15002_016E","B15002_016M","B15002_016MA","B15002_016EA","B15002_017E","B15002_017EA","B15002_017M","B15002_017MA","B15002_018E","B15002_018EA","B15002_018M","B15002_018MA","B15002_019E","B15002_019EA","B15002_019M","B15002_019MA","B15002_020E","B15002_020M","B15002_020MA","B15002_020EA","B15002_021E","B15002_021M","B15002_021MA","B15002_021EA","B15002_022E","B15002_022M","B15002_022MA","B15002_022EA","B15002_023E","B15002_023EA","B15002_023M","B15002_023MA","B15002_024E","B15002_024M","B15002_024MA","B15002_024EA","B15002_025E","B15002_025EA","B15002_025M","B15002_025MA","B15002_026E","B15002_026M","B15002_026MA","B15002_026EA","B15002_027E","B15002_027M","B15002_027MA","B15002_027EA","B15002_028E","B15002_028EA","B15002_028M","B15002_028MA","B15002_029E","B15002_029EA","B15002_029M","B15002_029MA","B15002_030E","B15002_030M","B15002_030MA","B15002_030EA","B15002_031E","B15002_031EA","B15002_031M","B15002_031MA","B15002_032E","B15002_032M","B15002_032MA","B15002_032EA","B15002_033E","B15002_033EA","B15002_033M","B15002_033MA","B15002_034E","B15002_034EA","B15002_034M","B15002_034MA","B15002_035E","B15002_035M","B15002_035MA","B15002_035EA",
"0500000US37099","Jackson County, North Carolina","27730","190","null","null","13505","null","163","null","160","null","109","null","8","14","null","null","223","null","179","null","192","85","null","null","281","null","161","null","471","222","null","null","217","null","133","null","154","76","null","null","4421","606","null","null","610","null","160","null","1758","364","null","null","1483","363","null","null","1938","null","329","null","845","184","null","null","371","null","158","null","373","null","139","null","14225","null","118","null","170","135","null","null","101","83","null","null","104","104","null","null","109","null","71","null","116","97","null","null","433","null","281","null","169","98","null","null","93","67","null","null","3666","null","485","null","782","null","226","null","2203","419","null","null","1833","null","333","null","2586","340","null","null","1377","null","278","null","276","null","136","null","207","106","null","null",
"0500000US37101","Johnston County, North Carolina","140984","130","null","null","68077","null","156","null","1116","null","340","null","536","231","null","null","1032","null","265","null","697","190","null","null","1754","null","394","null","1637","342","null","null","1873","null","465","null","745","344","null","null","20682","1067","null","null","4370","null","709","null","10418","955","null","null","7701","797","null","null","11732","null","957","null","2622","453","null","null","645","null","263","null","517","null","163","null","72907","null","96","null","843","256","null","null","285","162","null","null","611","185","null","null","1217","null","317","null","1194","262","null","null","923","null","270","null","700","202","null","null","737","198","null","null","18309","null","1336","null","5428","null","747","null","12481","1107","null","null","11013","null","1066","null","13143","1082","null","null","4892","null","785","null","672","null","259","null","459","154","null","null",
"0500000US37103","Jones County, North Carolina","6919","75","null","null","3338","null","62","null","94","null","57","null","0","19","null","null","18","null","22","null","135","75","null","null","116","null","67","null","61","37","null","null","64","null","53","null","52","38","null","null","1306","155","null","null","219","null","87","null","492","137","null","null","256","73","null","null","399","null","97","null","90","53","null","null","14","null","17","null","22","null","24","null","3581","null","47","null","60","37","null","null","17","27","null","null","33","31","null","null","24","null","25","null","92","53","null","null","220","null","91","null","135","59","null","null","28","25","null","null","1187","null","177","null","298","null","102","null","587","122","null","null","405","null","118","null","360","115","null","null","98","null","56","null","26","null","33","null","11","16","null","null",
"0500000US37105","Lee County, North Carolina","42487","54","null","null","20341","null","91","null","451","null","176","null","229","136","null","null","330","null","160","null","414","158","null","null","620","null","233","null","714","263","null","null","424","null","158","null","382","131","null","null","5880","640","null","null","1319","null","269","null","3458","472","null","null","2337","340","null","null","2700","null","331","null","733","180","null","null","120","null","77","null","230","null","114","null","22146","null","64","null","249","94","null","null","35","37","null","null","490","231","null","null","335","null","164","null","297","122","null","null","414","null","152","null","500","172","null","null","231","95","null","null","5429","null","518","null","1545","null","259","null","4148","509","null","null","3404","null","455","null","3267","427","null","null","1449","null","294","null","169","null","74","null","184","90","null","null",
"0500000US37107","Lenoir County, North Carolina","38461","147","null","null","17970","null","155","null","504","null","295","null","165","120","null","null","280","null","144","null","376","159","null","null","672","null","301","null","1012","275","null","null","494","null","191","null","379","173","null","null","6723","651","null","null","1075","null","250","null","2208","338","null","null","1732","360","null","null","1689","null","348","null","453","161","null","null","94","null","59","null","114","null","83","null","20491","null","107","null","311","132","null","null","149","85","null","null","348","145","null","null","292","null","121","null","570","199","null","null","619","null","189","null","712","233","null","null","420","143","null","null","6476","null","550","null","1300","null","198","null","3227","465","null","null","3047","null","424","null","2004","327","null","null","784","null","217","null","142","null","73","null","90","56","null","null",
"0500000US37109","Lincoln County, North Carolina","61702","228","null","null","30111","null","160","null","222","null","98","null","207","191","null","null","351","null","221","null","486","153","null","null","890","null","284","null","920","285","null","null","668","null","221","null","573","162","null","null","9503","706","null","null","2507","null","387","null","4373","637","null","null","2760","411","null","null","4616","null","563","null","1477","225","null","null","339","null","111","null","219","null","105","null","31591","null","134","null","313","109","null","null","0","31","null","null","108","88","null","null","376","null","144","null","351","134","null","null","421","null","133","null","470","158","null","null","499","177","null","null","9267","null","551","null","2695","null","495","null","4473","506","null","null","4305","null","577","null","5614","563","null","null","2253","null","369","null","243","null","101","null","203","100","null","null",
"0500000US37111","McDowell County, North Carolina","32576","185","null","null","16024","null","203","null","173","null","92","null","54","44","null","null","35","null","32","null","592","200","null","null","542","null","179","null","678","215","null","null","288","null","102","null","354","150","null","null","5786","488","null","null","1323","null","294","null","2156","294","null","null","1766","306","null","null","1391","null","245","null","665","139","null","null","147","null","79","null","74","null","60","null","16552","null","134","null","175","87","null","null","36","39","null","null","154","150","null","null","307","null","145","null","299","130","null","null","466","null","183","null","462","160","null","null","141","81","null","null","4877","null","511","null","1329","null","277","null","2334","356","null","null","2302","null","393","null","2757","451","null","null","746","null","195","null","132","null","86","null","35","38","null","null",
"0500000US37113","Macon County, North Carolina","27486","197","null","null","13054","null","199","null","103","null","67","null","31","45","null","null","126","null","89","null","323","133","null","null","225","null","104","null","347","209","null","null","173","null","104","null","204","104","null","null","4473","395","null","null","684","null","167","null","2451","343","null","null","1017","226","null","null","1864","null","288","null","774","186","null","null","176","null","81","null","83","null","38","null","14432","null","154","null","20","20","null","null","94","60","null","null","192","78","null","null","334","null","153","null","258","108","null","null","249","null","144","null","295","141","null","null","92","67","null","null","4361","null","490","null","990","null","219","null","2354","378","null","null","1501","null","275","null","2491","366","null","null","1014","null","204","null","119","null","64","null","68","50","null","null",
"0500000US37115","Madison County, North Carolina","15388","80","null","null","7431","null","87","null","149","null","77","null","45","49","null","null","9","null","9","null","105","54","null","null","188","null","84","null","189","112","null","null","218","null","109","null","13","18","null","null","2531","320","null","null","438","null","163","null","1059","196","null","null","430","144","null","null","1468","null","257","null","377","111","null","null","118","null","57","null","94","null","55","null","7957","null","78","null","113","76","null","null","16","27","null","null","20","22","null","null","85","null","50","null","105","77","null","null","159","null","89","null","114","66","null","null","77","50","null","null","2263","null","336","null","367","null","117","null","1128","242","null","null","688","null","159","null","1797","245","null","null","751","null","173","null","106","null","57","null","168","114","null","null",
"0500000US37117","Martin County, North Carolina","16080","99","null","null","7320","null","72","null","183","null","108","null","40","41","null","null","20","null","23","null","350","145","null","null","277","null","129","null","253","95","null","null","217","null","95","null","239","151","null","null","2711","329","null","null","576","null","212","null","945","259","null","null","675","221","null","null","585","null","153","null","189","104","null","null","35","null","48","null","25","null","24","null","8760","null","141","null","182","123","null","null","0","25","null","null","17","23","null","null","233","null","88","null","263","161","null","null","200","null","87","null","260","104","null","null","80","63","null","null","2850","null","338","null","624","null","178","null","1231","241","null","null","1321","null","227","null","985","224","null","null","417","null","157","null","64","null","69","null","33","35","null","null",
"0500000US37119","Mecklenburg County, North Carolina","744125","61","null","null","352520","null","60","null","5659","null","703","null","2799","492","null","null","6472","null","774","null","3335","453","null","null","3915","null","527","null","4237","571","null","null","4262","null","512","null","5643","1124","null","null","59754","2004","null","null","14687","null","992","null","50103","1570","null","null","24056","1383","null","null","109497","null","2447","null","41729","1469","null","null","11713","null","875","null","4659","null","575","null","391605","null","50","null","6035","919","null","null","1818","344","null","null","5052","750","null","null","3726","null","587","null","3496","441","null","null","3626","null","477","null","4178","611","null","null","3991","535","null","null","63392","null","2102","null","18808","null","1073","null","59235","2364","null","null","36636","null","1988","null","117946","2298","null","null","50102","null","1790","null","9207","null","922","null","4357","499","null","null",
"0500000US37121","Mitchell County, North Carolina","11127","87","null","null","5407","null","88","null","74","null","49","null","14","22","null","null","16","null","17","null","123","82","null","null","91","null","70","null","153","127","null","null","118","null","82","null","107","54","null","null","1810","297","null","null","283","null","103","null","942","253","null","null","536","127","null","null","589","null","184","null","424","157","null","null","44","null","36","null","83","null","72","null","5720","null","56","null","49","36","null","null","14","25","null","null","55","36","null","null","110","null","52","null","72","49","null","null","169","null","106","null","63","55","null","null","73","45","null","null","1612","null","223","null","432","null","136","null","1103","249","null","null","624","null","158","null","946","189","null","null","317","null","109","null","18","null","20","null","63","48","null","null",
"0500000US37123","Montgomery County, North Carolina","18061","268","null","null","8736","null","175","null","57","null","40","null","59","52","null","null","104","null","86","null","426","184","null","null","191","null","105","null","342","169","null","null","414","null","199","null","149","82","null","null","3520","329","null","null","342","null","105","null","1153","247","null","null","616","180","null","null","1049","null","243","null","242","101","null","null","30","null","25","null","42","null","31","null","9325","null","230","null","33","37","null","null","34","48","null","null","87","65","null","null","275","null","145","null","282","99","null","null","243","null","125","null","404","219","null","null","100","58","null","null","2569","null","331","null","649","null","145","null","1577","282","null","null","1452","null","280","null","1028","201","null","null","544","null","197","null","39","null","47","null","9","12","null","null",
"0500000US37125","Moore County, North Carolina","70877","110","null","null","33616","null","107","null","396","null","163","null","131","94","null","null","299","null","150","null","404","241","null","null","487","null","199","null","642","175","null","null","391","null","182","null","375","165","null","null","6872","620","null","null","1853","null","343","null","4631","632","null","null","3422","439","null","null","8032","null","800","null","3647","440","null","null","1339","null","295","null","695","null","217","null","37261","null","77","null","228","97","null","null","111","91","null","null","211","154","null","null","405","null","159","null","237","123","null","null","366","null","144","null","490","196","null","null","291","121","null","null","7334","null","630","null","2069","null","410","null","5643","574","null","null","5141","null","609","null","9081","592","null","null","4426","null","475","null","671","null","179","null","557","196","null","null",
"0500000US37127","Nash County, North Carolina","65387","185","null","null","30758","null","163","null","699","null","335","null","32","21","null","null","366","null","148","null","649","194","null","null","956","null","327","null","730","332","null","null","687","null","204","null","323","125","null","null","10736","838","null","null","2148","null","357","null","3970","514","null","null","3568","521","null","null","4541","null","461","null","894","185","null","null","259","null","91","null","200","null","114","null","34629","null","105","null","381","159","null","null","54","54","null","null","214","115","null","null","419","null","133","null","568","185","null","null","800","null","235","null","977","311","null","null","410","155","null","null","10748","null","798","null","1938","null","298","null","5462","506","null","null","4274","null","579","null","5671","565","null","null","2229","null","525","null","280","null","110","null","204","116","null","null",
"0500000US37129","New Hanover County, North Carolina","155381","167","null","null","73357","null","128","null","490","null","159","null","36","42","null","null","216","null","89","null","1119","452","null","null","741","null","254","null","814","227","null","null","929","null","257","null","906","256","null","null","14935","899","null","null","4880","null","699","null","11085","942","null","null","7073","850","null","null","19703","null","983","null","6033","585","null","null","2873","null","424","null","1524","null","300","null","82024","null","103","null","510","171","null","null","124","86","null","null","283","144","null","null","450","null","233","null","481","187","null","null","523","null","193","null","1171","373","null","null","860","205","null","null","14959","null","1021","null","5414","null","593","null","11030","1043","null","null","9807","null","979","null","23904","1177","null","null","9360","null","758","null","2153","null","319","null","995","205","null","null",
"0500000US37131","Northampton County, North Carolina","13605","41","null","null","6580","null","56","null","141","null","75","null","70","47","null","null","133","null","95","null","183","109","null","null","297","null","142","null","188","74","null","null","389","null","151","null","78","50","null","null","2489","334","null","null","319","null","96","null","921","189","null","null","558","187","null","null","510","null","161","null","206","78","null","null","83","null","73","null","15","null","20","null","7025","null","44","null","39","38","null","null","21","23","null","null","110","65","null","null","218","null","124","null","170","83","null","null","213","null","102","null","199","92","null","null","143","73","null","null","2141","null","280","null","472","null","153","null","1059","168","null","null","784","null","180","null","925","206","null","null","462","null","143","null","35","null","29","null","34","35","null","null",
"0500000US37133","Onslow County, North Carolina","108760","289","null","null","54626","null","279","null","705","null","261","null","95","68","null","null","363","null","186","null","352","173","null","null","669","null","238","null","631","239","null","null","777","null","282","null","653","229","null","null","18306","1187","null","null","4930","null","710","null","10514","952","null","null","4759","624","null","null","8434","null","890","null","2425","471","null","null","560","null","205","null","453","null","137","null","54134","null","154","null","391","165","null","null","79","77","null","null","212","115","null","null","622","null","285","null","646","252","null","null","908","null","285","null","974","280","null","null","874","254","null","null","13909","null","894","null","3521","null","519","null","9731","878","null","null","7139","null","748","null","10021","876","null","null","4142","null","611","null","428","null","189","null","537","244","null","null",
"0500000US37135","Orange County, North Carolina","91994","91","null","null","43756","null","83","null","353","null","146","null","168","85","null","null","270","null","162","null","356","152","null","null","453","null","227","null","497","190","null","null","609","null","172","null","317","141","null","null","6415","627","null","null","1612","null","328","null","3891","482","null","null","2931","469","null","null","10807","null","727","null","7281","633","null","null","3295","null","465","null","4501","null","437","null","48238","null","74","null","651","190","null","null","271","148","null","null","88","62","null","null","330","null","155","null","288","109","null","null","408","null","220","null","357","176","null","null","371","147","null","null","5432","null","529","null","1632","null","402","null","4296","607","null","null","3647","null","502","null","13669","924","null","null","10594","null","762","null","3038","null","400","null","3166","412","null","null",
"0500000US37137","Pamlico County, North Carolina","9735","41","null","null","4879","null","59","null","34","null","23","null","17","27","null","null","7","null","11","null","163","108","null","null","82","null","51","null","143","59","null","null","185","null","78","null","70","47","null","null","1597","205","null","null","261","null","83","null","1088","168","null","null","340","81","null","null","486","null","99","null","228","57","null","null","54","null","34","null","124","null","68","null","4856","null","54","null","35","21","null","null","10","16","null","null","19","21","null","null","9","null","10","null","16","16","null","null","74","null","67","null","110","51","null","null","39","27","null","null","1405","null","190","null","190","null","59","null","935","170","null","null","614","null","125","null","777","135","null","null","490","null","148","null","116","null","92","null","17","13","null","null",
"0500000US37139","Pasquotank County, North Carolina","27563","155","null","null","13224","null","148","null","111","null","99","null","40","61","null","null","175","null","164","null","209","120","null","null","337","null","151","null","335","121","null","null","271","null","126","null","279","121","null","null","3825","456","null","null","936","null","287","null","2380","443","null","null","1278","339","null","null","2051","null","298","null","637","205","null","null","228","null","102","null","132","null","90","null","14339","null","161","null","199","137","null","null","9","16","null","null","60","52","null","null","208","null","122","null","147","71","null","null","154","null","70","null","240","93","null","null","194","95","null","null","4187","null","484","null","729","null","170","null","2604","388","null","null","1578","null","300","null","2651","364","null","null","1135","null","269","null","137","null","102","null","107","75","null","null",
"0500000US37141","Pender County, North Carolina","42269","206","null","null","20945","null","157","null","174","null","97","null","46","55","null","null","143","null","90","null","322","122","null","null","239","null","103","null","593","189","null","null","260","null","86","null","372","135","null","null","6178","441","null","null","1697","null","309","null","3262","470","null","null","2029","317","null","null","3948","null","463","null","1238","298","null","null","310","null","117","null","134","null","66","null","21324","null","170","null","245","110","null","null","115","96","null","null","142","82","null","null","139","null","90","null","291","150","null","null","381","null","157","null","454","226","null","null","579","194","null","null","4978","null","549","null","1571","null","282","null","3133","394","null","null","2677","null","304","null","4132","495","null","null","1993","null","348","null","234","null","91","null","260","159","null","null",
"0500000US37143","Perquimans County, North Carolina","9788","141","null","null","4679","null","113","null","50","null","38","null","17","26","null","null","16","null","23","null","41","34","null","null","75","null","58","null","302","167","null","null","55","null","44","null","158","85","null","null","1649","193","null","null","242","null","123","null","991","226","null","null","290","129","null","null","416","null","124","null","333","120","null","null","12","null","17","null","32","null","32","null","5109","null","93","null","112","66","null","null","11","17","null","null","80","53","null","null","102","null","73","null","70","82","null","null","80","null","57","null","111","67","null","null","62","52","null","null","1186","null","240","null","472","null","140","null","1065","223","null","null","560","null","153","null","704","164","null","null","432","null","124","null","46","null","54","null","16","15","null","null",
"0500000US37145","Person County, North Carolina","27883","117","null","null","13205","null","99","null","235","null","123","null","23","32","null","null","4","null","5","null","230","146","null","null","289","null","156","null","440","158","null","null","455","null","190","null","242","142","null","null","4850","529","null","null","1000","null","274","null","2273","381","null","null","1344","310","null","null","1228","null","297","null","352","144","null","null","128","null","88","null","112","null","77","null","14678","null","100","null","259","160","null","null","16","23","null","null","96","86","null","null","67","null","46","null","177","103","null","null","385","null","177","null","344","156","null","null","140","77","null","null","4704","null","420","null","812","null","196","null","2686","416","null","null","1910","null","326","null","2296","376","null","null","542","null","149","null","171","null","119","null","73","86","null","null",
"0500000US37147","Pitt County, North Carolina","104485","149","null","null","48062","null","99","null","445","null","173","null","173","136","null","null","303","null","158","null","643","266","null","null","890","null","292","null","726","197","null","null","1054","null","236","null","662","223","null","null","13235","898","null","null","3032","null","396","null","6386","695","null","null","5498","712","null","null","9826","null","714","null","3145","456","null","null","1277","null","266","null","767","null","217","null","56423","null","107","null","740","342","null","null","179","92","null","null","279","140","null","null","823","null","248","null","793","265","null","null","1086","null","385","null","993","253","null","null","750","242","null","null","12300","null","816","null","3769","null","509","null","8074","731","null","null","7549","null","683","null","11505","836","null","null","5643","null","540","null","1195","null","281","null","745","204","null","null",
"0500000US37149","Polk County, North Carolina","15148","94","null","null","7086","null","57","null","51","null","35","null","42","38","null","null","15","null","17","null","112","63","null","null","173","null","88","null","99","63","null","null","49","null","38","null","60","44","null","null","1945","221","null","null","525","null","138","null","997","184","null","null","712","163","null","null","1429","null","202","null","523","144","null","null","211","null","104","null","143","null","50","null","8062","null","72","null","41","33","null","null","52","48","null","null","8","13","null","null","92","null","48","null","32","32","null","null","74","null","51","null","120","90","null","null","93","59","null","null","1929","null","280","null","751","null","184","null","1154","173","null","null","906","null","146","null","1821","252","null","null","820","null","183","null","117","null","80","null","52","27","null","null",
"0500000US37151","Randolph County, North Carolina","99762","101","null","null","48761","null","119","null","819","null","250","null","241","116","null","null","622","null","211","null","1238","271","null","null","2478","null","582","null","1727","393","null","null","1202","null","267","null","738","181","null","null","17928","1042","null","null","3255","null","520","null","7441","705","null","null","3868","388","null","null","4884","null","531","null","1805","432","null","null","345","null","159","null","170","null","69","null","51001","null","85","null","381","122","null","null","353","178","null","null","665","239","null","null","1124","null","308","null","1604","415","null","null","1211","null","246","null","1044","214","null","null","618","159","null","null","16938","null","946","null","3797","null","497","null","8164","840","null","null","6278","null","562","null","6608","629","null","null","1872","null","318","null","184","null","102","null","160","91","null","null",
"0500000US37153","Richmond County, North Carolina","29414","94","null","null","13838","null","189","null","407","null","137","null","119","86","null","null","149","null","117","null","503","266","null","null","332","null","140","null","545","198","null","null","462","null","185","null","350","186","null","null","4657","434","null","null","948","null","214","null","2002","360","null","null","1324","281","null","null","1289","null","332","null","404","153","null","null","218","null","205","null","129","null","89","null","15576","null","187","null","228","126","null","null","163","134","null","null","172","91","null","null","246","null","118","null","350","157","null","null","278","null","164","null","501","176","null","null","292","166","null","null","4607","null","442","null","951","null","211","null","2804","392","null","null","1864","null","315","null","2002","403","null","null","981","null","237","null","73","null","55","null","64","59","null","null",
"0500000US37155","Robeson County, North Carolina","76804","36","null","null","36112","null","16","null","585","null","196","null","440","105","null","null","717","null","137","null","1435","247","null","null","1857","null","267","null","1795","263","null","null","1980","null","256","null","990","293","null","null","13019","615","null","null","1484","null","220","null","5164","378","null","null","2552","277","null","null","2867","null","318","null","897","170","null","null","229","null","82","null","101","null","52","null","40692","null","27","null","464","169","null","null","302","88","null","null","445","86","null","null","1057","null","194","null","1065","173","null","null","1552","null","234","null","1663","261","null","null","619","154","null","null","12568","null","596","null","2189","null","274","null","6675","394","null","null","5312","null","349","null","4178","355","null","null","2228","null","233","null","205","null","69","null","170","76","null","null",
"0500000US37157","Rockingham County, North Carolina","65739","189","null","null","31186","null","159","null","488","null","143","null","162","93","null","null","175","null","107","null","977","243","null","null","1140","null","295","null","1092","224","null","null","1183","null","283","null","504","169","null","null","10868","711","null","null","1854","null","281","null","5433","626","null","null","2973","411","null","null","3025","null","362","null","894","229","null","null","336","null","151","null","82","null","53","null","34553","null","121","null","297","109","null","null","195","132","null","null","264","148","null","null","902","null","302","null","580","183","null","null","1311","null","302","null","1034","268","null","null","363","119","null","null","11404","null","730","null","2723","null","395","null","5527","488","null","null","4067","null","491","null","3884","526","null","null","1722","null","326","null","131","null","57","null","149","79","null","null",
"0500000US37159","Rowan County, North Carolina","100710","87","null","null","49246","null","81","null","517","null","152","null","373","187","null","null","369","null","175","null","1254","334","null","null","1519","null","329","null","1152","227","null","null","937","null","226","null","902","228","null","null","17577","927","null","null","3830","null","477","null","7640","739","null","null","4676","545","null","null","6036","null","648","null","1698","303","null","null","518","null","142","null","248","null","97","null","51464","null","67","null","397","132","null","null","93","63","null","null","666","216","null","null","730","null","197","null","863","238","null","null","1376","null","387","null","1183","393","null","null","889","282","null","null","15577","null","926","null","4121","null","557","null","7605","762","null","null","6441","null","657","null","8038","667","null","null","2603","null","392","null","549","null","231","null","333","140","null","null",
"0500000US37161","Rutherford County, North Carolina","46621","186","null","null","21966","null","138","null","477","null","273","null","130","119","null","null","68","null","48","null","633","256","null","null","622","null","234","null","782","196","null","null","590","null","202","null","396","141","null","null","7658","619","null","null","1617","null","308","null","3547","489","null","null","1396","282","null","null","2852","null","426","null","879","256","null","null","179","null","88","null","140","null","70","null","24655","null","141","null","197","118","null","null","157","162","null","null","84","58","null","null","363","null","150","null","796","244","null","null","501","null","178","null","426","136","null","null","530","207","null","null","7373","null","714","null","2133","null","313","null","3248","405","null","null","3889","null","563","null","3108","416","null","null","1599","null","315","null","146","null","65","null","105","49","null","null",
"0500000US37163","Sampson County, North Carolina","39867","65","null","null","19351","null","46","null","295","null","150","null","239","142","null","null","548","null","210","null","600","197","null","null","668","null","225","null","580","226","null","null","602","null","168","null","313","125","null","null","8086","589","null","null","1348","null","265","null","2319","334","null","null","1685","318","null","null","1391","null","271","null","468","163","null","null","135","null","73","null","74","null","40","null","20516","null","41","null","501","174","null","null","187","134","null","null","382","157","null","null","271","null","116","null","524","179","null","null","606","null","240","null","561","205","null","null","373","137","null","null","5889","null","529","null","1668","null","311","null","3052","416","null","null","2711","null","352","null","2660","312","null","null","959","null","174","null","77","null","49","null","95","80","null","null",
"0500000US37165","Scotland County, North Carolina","23165","93","null","null","11419","null","102","null","165","null","71","null","49","60","null","null","44","null","28","null","332","113","null","null","282","null","98","null","654","178","null","null","644","null","155","null","275","112","null","null","4351","310","null","null","597","null","141","null","1871","222","null","null","682","160","null","null","973","null","184","null","325","121","null","null","75","null","47","null","100","null","58","null","11746","null","72","null","62","53","null","null","27","24","null","null","66","47","null","null","329","null","104","null","365","111","null","null","298","null","104","null","469","115","null","null","263","110","null","null","3437","null","286","null","607","null","140","null","2222","258","null","null","1520","null","198","null","1291","201","null","null","601","null","126","null","102","null","43","null","87","47","null","null",
"0500000US37167","Stanly County, North Carolina","43631","119","null","null","21534","null","106","null","283","null","101","null","112","85","null","null","120","null","77","null","703","216","null","null","456","null","152","null","866","254","null","null","693","null","183","null","583","171","null","null","7569","606","null","null","1573","null","273","null","3089","388","null","null","2112","337","null","null","2444","null","364","null","636","173","null","null","220","null","120","null","75","null","38","null","22097","null","103","null","218","89","null","null","75","75","null","null","168","129","null","null","282","null","128","null","457","155","null","null","521","null","174","null","273","101","null","null","276","128","null","null","6690","null","550","null","1955","null","365","null","3467","411","null","null","3266","null","382","null","3135","398","null","null","1183","null","267","null","68","null","46","null","63","43","null","null",
"0500000US37169","Stokes County, North Carolina","32806","212","null","null","15893","null","198","null","127","null","66","null","52","59","null","null","163","null","117","null","353","179","null","null","379","null","175","null","552","241","null","null","593","null","196","null","258","121","null","null","6954","656","null","null","1130","null","237","null","2242","413","null","null","1119","289","null","null","1175","null","267","null","680","224","null","null","59","null","68","null","57","null","49","null","16913","null","136","null","132","74","null","null","104","72","null","null","163","147","null","null","334","null","154","null","316","154","null","null","296","null","135","null","413","151","null","null","255","133","null","null","6326","null","574","null","1361","null","301","null","2474","472","null","null","2131","null","416","null","1674","317","null","null","785","null","222","null","129","null","80","null","20","27","null","null",
"0500000US37171","Surry County, North Carolina","50583","108","null","null","24427","null","70","null","540","null","158","null","260","118","null","null","378","null","138","null","1139","234","null","null","882","null","240","null","922","245","null","null","714","null","182","null","539","205","null","null","7181","532","null","null","2012","null","391","null","3332","402","null","null","2346","248","null","null","2828","null","323","null","1015","223","null","null","208","null","68","null","131","null","70","null","26156","null","95","null","386","126","null","null","123","80","null","null","427","141","null","null","689","null","175","null","817","215","null","null","857","null","318","null","551","156","null","null","380","140","null","null","7322","null","493","null","2105","null","301","null","3620","383","null","null","3449","null","363","null","3652","378","null","null","1545","null","271","null","95","null","46","null","138","74","null","null",
